Total price,Montly installment,Year.Car.Model,Used.Transmission,Seller Name,Seller location,transmission,milage (Thousands),year,manufacturer,model,extra
149995.0,2972.0,2006 Volkswagen Beetle Cabriolet 2.0,Used Car99 560 kmManual,JAGUAR LAND ROVER THE GLEN,"Oakdene, Johannesburg",Manual,99.56,2006,Volkswagen,Beetle,"['Cabriolet', '2.0']"
149995.0,2972.0,2012 Nissan Juke 1.6T Tekna,Used Car187 000 kmManual,INSPECTACAR GEZINA,"Capital Park, Pretoria",Manual,187.0,2012,Nissan,Juke,"['1.6T', 'Tekna']"
149995.0,2972.0,2015 Toyota Etios Cross 1.5 Xs,Used Car130 726 kmManual,AUTO INVESTMENTS WONDERBOOM,"Wonderboom South, Pretoria",Manual,130.726,2015,Toyota,Etios,"['Cross', '1.5', 'Xs']"
149995.0,2972.0,2018 Renault Sandero 66kW Turbo Stepway Dynamique,Used Car98 000 kmManual,MULSONS USED CARS,"Witfield, Boksburg",Manual,98.0,2018,Renault,Sandero,"['66kW', 'Turbo', 'Stepway', 'Dynamique']"
149995.0,2972.0,2020 Renault Kwid 1.0 Dynamique,Used Car30 000 kmManual,INSPECTACAR GEZINA,"Capital Park, Pretoria",Manual,30.0,2020,Renault,Kwid,"['1.0', 'Dynamique']"
149995.0,2972.0,2012 MINI Hatch Cooper S,Used Car106 000 kmManual,REV IT AUTOMOTIVE,"Mayville, Pretoria",Manual,106.0,2012,MINI,Hatch,"['Cooper', 'S']"
149994.0,2972.0,2013 Audi A4 2.0TDI SE Auto,Used Car241 057 kmAutomatic,AUDI CENTRE BRUMA,"Bruma, Johannesburg",Automatic,241.057,2013,Audi,A4,"['2.0TDI', 'SE', 'Auto']"
149990.0,2971.0,2016 Ford Fiesta 5-door 1.4 Ambiente,Used Car171 000 kmManual,AUTO XTREME,"Silverton, Pretoria",Manual,171.0,2016,Ford,Fiesta,"['5-door', '1.4', 'Ambiente']"
149990.0,2971.0,2010 Mitsubishi Outlander 2.4 GLS,Used Car165 000 kmAutomatic,AUTO XTREME,"Silverton, Pretoria",Automatic,165.0,2010,Mitsubishi,Outlander,"['2.4', 'GLS']"
149990.0,2971.0,2015 Volkswagen up! Move up! 3-Door 1.0,Used Car54 759 kmManual,EXCLUSIVE AUTOS,"Gezina, Pretoria",Manual,54.759,2015,Volkswagen,up!,"['Move', 'up!', '3-Door', '1.0']"
149990.0,2971.0,2017 Ford Focus Hatch 1.0T Ambiente,Used Car160 747 kmManual,VARNFIELD EN MARITZ MOTORS,"Pretoria North, Pretoria",Manual,160.747,2017,Ford,Focus,"['Hatch', '1.0T', 'Ambiente']"
149990.0,2971.0,2017 Nissan NP200 1.6i (Aircon) Safety Pack,Used Car122 747 kmManual,VARNFIELD EN MARITZ MOTORS,"Pretoria North, Pretoria",Manual,122.747,2017,Nissan,NP200,"['1.6i', '(Aircon)', 'Safety', 'Pack']"
149990.0,2971.0,2017 Smart Forfour Passion + Urban,Used Car62 057 kmManual,VARNFIELD EN MARITZ MOTORS,"Pretoria North, Pretoria",Manual,62.057,2017,Smart,Forfour,"['Passion', '+', 'Urban']"
149990.0,2971.0,2018 Kia Picanto 1.0 STREET,Used Car66 554 kmManual,I&S MOTORS,"De Deur, Vereeniging",Manual,66.554,2018,Kia,Picanto,"['1.0', 'STREET']"
149990.0,2971.0,2011 Hyundai ix35 2.0 GL,Used Car89 000 kmManual,SMG TOYOTA CRESTA,"Darrenwood, Randburg",Manual,89.0,2011,Hyundai,ix35,"['2.0', 'GL']"
149990.0,2971.0,2011 Suzuki SX4 2.0 L,Used Car147 561 kmManual,I&S MOTORS,"De Deur, Vereeniging",Manual,147.561,2011,Suzuki,SX4,"['2.0', 'L']"
149990.0,2971.0,2014 Jeep Compass 2.0L Limited Auto,Used Car147 936 kmAutomatic,I&S MOTORS,"De Deur, Vereeniging",Automatic,147.936,2014,Jeep,Compass,"['2.0L', 'Limited', 'Auto']"
149990.0,2971.0,2003 Mercedes-Benz CLK CLK320 Cabriolet Avantgarde,Used Car181 115 kmAutomatic,I&S MOTORS,"De Deur, Vereeniging",Automatic,181.115,2003,Mercedes-Benz,CLK,"['CLK320', 'Cabriolet', 'Avantgarde']"
149990.0,2971.0,2017 Toyota Etios Hatch 1.5 Xi,Used Car210 000 kmManual,I&S MOTORS,"De Deur, Vereeniging",Manual,210.0,2017,Toyota,Etios,"['Hatch', '1.5', 'Xi']"
149990.0,2971.0,2013 Toyota Etios Hatch 1.5 Xs,Used Car63 603 kmManual,I&S MOTORS,"De Deur, Vereeniging",Manual,63.603,2013,Toyota,Etios,"['Hatch', '1.5', 'Xs']"
149990.0,2971.0,2012 Toyota Corolla 1.3 Professional,Used Car187 000 kmManual,I&S MOTORS,"De Deur, Vereeniging",Manual,187.0,2012,Toyota,Corolla,"['1.3', 'Professional']"
149990.0,2971.0,2014 Jeep Compass 2.0L Limited Auto,Used Car147 936 kmAutomatic,I&S MOTORS,"De Deur, Vereeniging",Automatic,147.936,2014,Jeep,Compass,"['2.0L', 'Limited', 'Auto']"
149990.0,2971.0,2003 Mercedes-Benz CLK CLK320 Cabriolet Avantgarde,Used Car181 115 kmAutomatic,I&S MOTORS,"De Deur, Vereeniging",Automatic,181.115,2003,Mercedes-Benz,CLK,"['CLK320', 'Cabriolet', 'Avantgarde']"
149950.0,2971.0,2020 BAIC D20 Hatch 1.5 Fashion Auto,Used Car25 998 kmAutomatic,SA MOTORCORP,"Bordeaux, Randburg",Automatic,25.998,2020,BAIC,D20,"['Hatch', '1.5', 'Fashion', 'Auto']"
149950.0,2971.0,2018 Nissan Micra Active 1.2 Visia,Used Car44 000 kmManual,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Manual,44.0,2018,Nissan,Micra,"['Active', '1.2', 'Visia']"
149950.0,2971.0,2001 Mercedes-Benz SLK SLK 32 AMG Auto,Used Car170 286 kmAutomatic,AUTO VIEW PRE OWNED BOKSBURG,"Ravenswood, Boksburg",Automatic,170.286,2001,Mercedes-Benz,SLK,"['SLK', '32', 'AMG', 'Auto']"
149950.0,2971.0,2000 Alfa Romeo GTV 3.0 V6,Used Car127 552 kmManual,SA MOTORCORP,"Bordeaux, Randburg",Manual,127.552,2000,Alfa,Romeo,"['GTV', '3.0', 'V6']"
149950.0,2971.0,2011 Audi Q5 2.0T Quattro,Used Car218 000 kmManual,ACTIVE AUTO,"Vanderbijlpark SE 1, Vanderbijlpark",Manual,218.0,2011,Audi,Q5,"['2.0T', 'Quattro']"
149950.0,2971.0,2013 GWM H5 2.0VGT Lux Auto,Used Car95 000 kmAutomatic,PRISTINE MOTORS,"De Deur, Vereeniging",Automatic,95.0,2013,GWM,H5,"['2.0VGT', 'Lux', 'Auto']"
149950.0,2971.0,2013 Kia Rio hatch 1.4 Tec,Used Car162 000 kmManual,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Manual,162.0,2013,Kia,Rio,"['hatch', '1.4', 'Tec']"
149950.0,2971.0,2013 Volkswagen Polo Vivo 5-Door 1.6 Trendline,Used Car148 000 kmManual,PRISTINE MOTORS,"De Deur, Vereeniging",Manual,148.0,2013,Volkswagen,Polo,"['Vivo', '5-Door', '1.6', 'Trendline']"
149950.0,2971.0,2011 Volkswagen Golf GTi,Used Car174 894 kmManual,AUTO VIEW PRE OWNED BOKSBURG,"Ravenswood, Boksburg",Manual,174.894,2011,Volkswagen,Golf,['GTi']
149950.0,2971.0,2013 Mazda Mazda3 Sport 1.6 Dynamic,Used Car173 000 kmManual,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Manual,173.0,2013,Mazda,Mazda3,"['Sport', '1.6', 'Dynamic']"
149950.0,2971.0,2006 Mercedes-Benz E-Class E200 K Elegance Auto,Used Car90 000 kmAutomatic,AUTOSPORT,"Bordeaux, Randburg",Automatic,90.0,2006,Mercedes-Benz,E-Class,"['E200', 'K', 'Elegance', 'Auto']"
149950.0,2971.0,2006 Mercedes-Benz SLK SLK200 Kompressor Auto,Used Car185 638 kmAutomatic,AUTO VIEW PRE OWNED BOKSBURG,"Ravenswood, Boksburg",Automatic,185.638,2006,Mercedes-Benz,SLK,"['SLK200', 'Kompressor', 'Auto']"
149950.0,2971.0,2018 Nissan NP200 1.6i,Used Car184 000 kmManual,PRISTINE MOTORS,"De Deur, Vereeniging",Manual,184.0,2018,Nissan,NP200,['1.6i']
149950.0,2971.0,2010 Nissan Hardbody 2.0 16V LWB,Used Car294 000 kmManual,PRISTINE MOTORS,"De Deur, Vereeniging",Manual,294.0,2010,Nissan,Hardbody,"['2.0', '16V', 'LWB']"
149950.0,2971.0,2014 Opel Meriva 1.4 Turbo Cosmo,Used Car145 678 kmManual,SA MOTORCORP 2,"Blairgowrie, Randburg",Manual,145.678,2014,Opel,Meriva,"['1.4', 'Turbo', 'Cosmo']"
149950.0,2971.0,2014 Toyota Etios Hatch 1.5 Xs,Used Car88 000 kmManual,PRISTINE MOTORS,"De Deur, Vereeniging",Manual,88.0,2014,Toyota,Etios,"['Hatch', '1.5', 'Xs']"
149950.0,2971.0,2009 Toyota Auris 1.8 RX,Used Car127 205 kmManual,SA MOTORCORP,"Bordeaux, Randburg",Manual,127.205,2009,Toyota,Auris,"['1.8', 'RX']"
149950.0,2971.0,2011 Ford Ranger 2.2,Used Car162 000 kmManual,PRISTINE MOTORS,"De Deur, Vereeniging",Manual,162.0,2011,Ford,Ranger,['2.2']
149950.0,2971.0,2016 Volkswagen up! Move up! 3-Door 1.0,Used Car63 000 kmManual,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Manual,63.0,2016,Volkswagen,up!,"['Move', 'up!', '3-Door', '1.0']"
149950.0,2971.0,2000 Alfa Romeo GTV 3.0 V6,Used Car127 552 kmManual,SA MOTORCORP,"Bordeaux, Randburg",Manual,127.552,2000,Alfa,Romeo,"['GTV', '3.0', 'V6']"
149950.0,2971.0,2011 Audi Q5 2.0T Quattro,Used Car218 000 kmManual,ACTIVE AUTO,"Vanderbijlpark SE 1, Vanderbijlpark",Manual,218.0,2011,Audi,Q5,"['2.0T', 'Quattro']"
149950.0,2971.0,2011 Ford Ranger 2.2,Used Car162 000 kmManual,PRISTINE MOTORS,"De Deur, Vereeniging",Manual,162.0,2011,Ford,Ranger,['2.2']
149950.0,2971.0,2010 Ford Ranger 2.5TD SuperCab Hi-trail,Used Car259 885 kmManual,SA MOTORCORP,"Bordeaux, Randburg",Manual,259.885,2010,Ford,Ranger,"['2.5TD', 'SuperCab', 'Hi-trail']"
149950.0,2971.0,2010 Ford Ranger 2.5TD Double Cab Hi-trail,Used Car259 238 kmManual,AAG MOTORS,"Bardene, Boksburg",Manual,259.238,2010,Ford,Ranger,"['2.5TD', 'Double', 'Cab', 'Hi-trail']"
149950.0,2971.0,2001 Mercedes-Benz SLK SLK 32 AMG Auto,Used Car170 286 kmAutomatic,AUTO VIEW PRE OWNED BOKSBURG,"Ravenswood, Boksburg",Automatic,170.286,2001,Mercedes-Benz,SLK,"['SLK', '32', 'AMG', 'Auto']"
149950.0,2971.0,2019 Renault Kwid 1.0 Dynamique,Used Car84 000 kmManual,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Manual,84.0,2019,Renault,Kwid,"['1.0', 'Dynamique']"
149950.0,2971.0,2016 Mahindra Bolero 2.5TD Double Cab,Used Car87 000 kmManual,PRISTINE MOTORS,"De Deur, Vereeniging",Manual,87.0,2016,Mahindra,Bolero,"['2.5TD', 'Double', 'Cab']"
149950.0,2971.0,2020 Datsun Go 1.2 Mid,Used Car28 000 kmManual,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Manual,28.0,2020,Datsun,Go,"['1.2', 'Mid']"
149950.0,2971.0,2020 Renault Kwid 1.0 Expression Auto,Used Car88 000 kmAutomatic,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Automatic,88.0,2020,Renault,Kwid,"['1.0', 'Expression', 'Auto']"
149950.0,2971.0,2018 Nissan Micra Active 1.2 Visia,Used Car44 000 kmManual,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Manual,44.0,2018,Nissan,Micra,"['Active', '1.2', 'Visia']"
149950.0,2971.0,2020 Renault Kwid 1.0 Dynamique,Used Car63 000 kmManual,BOTHA AND DEYSEL EXECUTIVE MOTORS,"Vereeniging Central, Vereeniging",Manual,63.0,2020,Renault,Kwid,"['1.0', 'Dynamique']"
149950.0,2971.0,2020 Renault Kwid 1.0 Dynamique,Used Car40 000 kmManual,PRISTINE MOTORS,"De Deur, Vereeniging",Manual,40.0,2020,Renault,Kwid,"['1.0', 'Dynamique']"
149950.0,2971.0,2020 BAIC D20 Hatch 1.5 Fashion Auto,Used Car25 998 kmAutomatic,SA MOTORCORP,"Bordeaux, Randburg",Automatic,25.998,2020,BAIC,D20,"['Hatch', '1.5', 'Fashion', 'Auto']"
149900.0,2970.0,2011 Mercedes-Benz B-Class B180 Auto,Used Car94 750 kmAutomatic,GREYLING MOTORS,"Gezina, Pretoria",Automatic,94.75,2011,Mercedes-Benz,B-Class,"['B180', 'Auto']"
149900.0,2970.0,1999 Mercedes-Benz C-Class C230 Kompressor Sport,Used Car125 000 kmManual,KOOS AND MIKE USED CARS,"Vanderbijlpark CW 4, Vanderbijlpark",Manual,125.0,1999,Mercedes-Benz,C-Class,"['C230', 'Kompressor', 'Sport']"
149900.0,2970.0,2010 Mercedes-Benz C-Class C180 Kompressor Avantgarde Auto,Used Car128 000 kmAutomatic,F&J Car Sales,"Vereeniging Central, Vereeniging",Automatic,128.0,2010,Mercedes-Benz,C-Class,"['C180', 'Kompressor', 'Avantgarde', 'Auto']"
149900.0,2970.0,2008 Mercedes-Benz C-Class C180 Kompressor Estate Elegance Auto,Used Car114 000 kmAutomatic,NORTHCLIFF EXCLUSIVE CARS,"Northcliff, Randburg",Automatic,114.0,2008,Mercedes-Benz,C-Class,"['C180', 'Kompressor', 'Estate', 'Elegance', 'Auto']"
149900.0,2970.0,2007 Mercedes-Benz C-Class C280 Avantgarde,Used Car108 000 kmAutomatic,NORTHCLIFF EXCLUSIVE CARS,"Northcliff, Randburg",Automatic,108.0,2007,Mercedes-Benz,C-Class,"['C280', 'Avantgarde']"
149900.0,2970.0,2013 Kia Rio hatch 1.4 Tec,Used Car82 776 kmManual,LISACARS,"Wilbart, Germiston",Manual,82.776,2013,Kia,Rio,"['hatch', '1.4', 'Tec']"
149900.0,2970.0,2006 Isuzu KB 250Dc LE,Used Car308 529 kmManual,STRUBEN STREET MOTORS,"Mayville, Pretoria",Manual,308.529,2006,Isuzu,KB,"['250Dc', 'LE']"
149900.0,2970.0,2014 Kia Rio hatch 1.4 Tec,Used Car139 450 kmManual,HIGHLINE MOTORS,"Gleneagles, Johannesburg",Manual,139.45,2014,Kia,Rio,"['hatch', '1.4', 'Tec']"
149900.0,2970.0,2014 Kia Rio Sedan 1.4,Used Car91 774 kmManual,KOLEV MOTORS,"Edenvale Central, Edenvale",Manual,91.774,2014,Kia,Rio,"['Sedan', '1.4']"
149900.0,2970.0,2012 Kia Cerato Hatch 2.0 SX Auto,Used Car150 850 kmAutomatic,GREYLING MOTORS,"Gezina, Pretoria",Automatic,150.85,2012,Kia,Cerato,"['Hatch', '2.0', 'SX', 'Auto']"
149900.0,2970.0,2011 Mercedes-Benz B-Class B180 Auto,Used Car94 750 kmAutomatic,GREYLING MOTORS,"Gezina, Pretoria",Automatic,94.75,2011,Mercedes-Benz,B-Class,"['B180', 'Auto']"
149900.0,2970.0,1999 Mercedes-Benz C-Class C230 Kompressor Sport,Used Car125 000 kmManual,KOOS AND MIKE USED CARS,"Vanderbijlpark CW 4, Vanderbijlpark",Manual,125.0,1999,Mercedes-Benz,C-Class,"['C230', 'Kompressor', 'Sport']"
149900.0,2970.0,2010 Mercedes-Benz C-Class C180 Kompressor Avantgarde Auto,Used Car128 000 kmAutomatic,F&J Car Sales,"Vereeniging Central, Vereeniging",Automatic,128.0,2010,Mercedes-Benz,C-Class,"['C180', 'Kompressor', 'Avantgarde', 'Auto']"
149900.0,2970.0,2008 Mercedes-Benz C-Class C180 Kompressor Estate Elegance Auto,Used Car114 000 kmAutomatic,NORTHCLIFF EXCLUSIVE CARS,"Northcliff, Randburg",Automatic,114.0,2008,Mercedes-Benz,C-Class,"['C180', 'Kompressor', 'Estate', 'Elegance', 'Auto']"
149900.0,2970.0,2007 Mercedes-Benz C-Class C280 Avantgarde,Used Car108 000 kmAutomatic,NORTHCLIFF EXCLUSIVE CARS,"Northcliff, Randburg",Automatic,108.0,2007,Mercedes-Benz,C-Class,"['C280', 'Avantgarde']"
149900.0,2970.0,2007 Mercedes-Benz S-Class S350,Used Car216 700 kmAutomatic,JOES AUTO,"Vereeniging Central, Vereeniging",Automatic,216.7,2007,Mercedes-Benz,S-Class,['S350']
149900.0,2970.0,2015 Chevrolet Utility 1.4 (Aircon),Used Car104 073 kmManual,KARAM MOTORS,"Fontainebleau, Randburg",Manual,104.073,2015,Chevrolet,Utility,"['1.4', '(Aircon)']"
149900.0,2970.0,2012 Chevrolet Utility 1.4 Club,Used Car121 310 kmManual,TEAM CIT,"Hatfield, Pretoria",Manual,121.31,2012,Chevrolet,Utility,"['1.4', 'Club']"
149900.0,2970.0,2012 Nissan Juke 1.6 Acenta+,Used Car119 100 kmManual,GREYLING MOTORS,"Gezina, Pretoria",Manual,119.1,2012,Nissan,Juke,"['1.6', 'Acenta+']"
149900.0,2970.0,2012 Nissan Juke 1.6T Tekna,Used Car130 175 kmManual,STRUBEN STREET MOTORS,"Mayville, Pretoria",Manual,130.175,2012,Nissan,Juke,"['1.6T', 'Tekna']"
149900.0,2970.0,2018 Nissan NP200 1.6i,Used Car122 000 kmManual,AUTOHAUS SELECT,"Centurion Central, Centurion",Manual,122.0,2018,Nissan,NP200,['1.6i']
149900.0,2970.0,2019 Nissan NP200 1.6i loaded,Used Car84 600 kmManual,HIGHLINE MOTORS,"Gleneagles, Johannesburg",Manual,84.6,2019,Nissan,NP200,"['1.6i', 'loaded']"
149900.0,2970.0,2013 Renault Sandero Stepway 1.6,Used Car69 884 kmManual,MIT MAK MOTORS GERRIT MARITZ,"Pretoria North, Pretoria",Manual,69.884,2013,Renault,Sandero,"['Stepway', '1.6']"
149900.0,2970.0,2016 Toyota Etios Hatch 1.5 Xs,Used Car69 000 kmManual,HERMAN NEL MOTORS,"Helderkruin, Roodepoort",Manual,69.0,2016,Toyota,Etios,"['Hatch', '1.5', 'Xs']"
149900.0,2970.0,1987 Toyota Conquest RSi,Used Car3 526 kmManual,FLYWHEEL MOTORS,"Fochville, Fochville",Manual,3.526,1987,Toyota,Conquest,['RSi']
149900.0,2970.0,2016 Ford B-Max 1.0T Ambiente,Used Car149 000 kmManual,GLOBAL AUTOHAUS WESTRAND,"Horison View, Roodepoort",Manual,149.0,2016,Ford,B-Max,"['1.0T', 'Ambiente']"
149900.0,2970.0,2019 Ford Figo Hatch 1.5 Ambiente,Used Car101 680 kmManual,LISACARS,"Wilbart, Germiston",Manual,101.68,2019,Ford,Figo,"['Hatch', '1.5', 'Ambiente']"
149900.0,2970.0,2020 Ford Figo Hatch 1.5 Titanium,Used Car10 450 kmManual,HIGHLINE MOTORS,"Gleneagles, Johannesburg",Manual,10.45,2020,Ford,Figo,"['Hatch', '1.5', 'Titanium']"
149900.0,2970.0,2016 Ford Figo Hatch 1.5 Titanium,Used Car135 000 kmManual,ATTERBURY MOTORS,"Wonderboom South, Pretoria",Manual,135.0,2016,Ford,Figo,"['Hatch', '1.5', 'Titanium']"
149900.0,2970.0,2015 Honda Ballade 1.5 Elegance,Used Car165 000 kmManual,GLOBAL AUTOHAUS WESTRAND,"Horison View, Roodepoort",Manual,165.0,2015,Honda,Ballade,"['1.5', 'Elegance']"
149900.0,2970.0,2015 Opel Adam 1.4,Used Car92 659 kmManual,MIT MAK MOTORS GERRIT MARITZ,"Pretoria North, Pretoria",Manual,92.659,2015,Opel,Adam,['1.4']
149900.0,2970.0,2015 Citroen DS3 VTi 120 Style,Used Car95 500 kmManual,SUZUKI BASSONIA,"Bassonia, Johannesburg",Manual,95.5,2015,Citroen,DS3,"['VTi', '120', 'Style']"
149900.0,2970.0,2014 Volvo V40 T3 Elite,Used Car137 500 kmManual,CMH VOLVO CARS BRYANSTON,"Bryanston, Sandton",Manual,137.5,2014,Volvo,V40,"['T3', 'Elite']"
149900.0,2970.0,2014 Volvo V40 Cross Country T4 Essential Auto,Used Car131 000 kmAutomatic,EBK AUTO DEALERS BRAAMFONTEIN,"Vrededorp, Johannesburg",Automatic,131.0,2014,Volvo,V40,"['Cross', 'Country', 'T4', 'Essential', 'Auto']"
149900.0,2970.0,2017 Ford Fiesta 5-door 1.4 Ambiente,Used Car101 000 kmManual,AUTO ALPINA GROUP,"Springs Central, Springs",Manual,101.0,2017,Ford,Fiesta,"['5-door', '1.4', 'Ambiente']"
149900.0,2970.0,2015 Toyota Etios Sedan 1.5 Xs,Used Car147 429 kmManual,F&J Car Sales,"Vereeniging Central, Vereeniging",Manual,147.429,2015,Toyota,Etios,"['Sedan', '1.5', 'Xs']"
149900.0,2970.0,2020 Renault Sandero 66kW Turbo Expression,Used Car12 180 kmManual,HIGHLINE MOTORS,"Gleneagles, Johannesburg",Manual,12.18,2020,Renault,Sandero,"['66kW', 'Turbo', 'Expression']"
149900.0,2970.0,2015 Renault Sandero 66kW Turbo Dynamique,Used Car96 434 kmManual,MIT MAK MOTORS GERRIT MARITZ,"Pretoria North, Pretoria",Manual,96.434,2015,Renault,Sandero,"['66kW', 'Turbo', 'Dynamique']"
149900.0,2970.0,2014 BMW 3 Series 320i M Sport Auto,Used Car130 000 kmAutomatic,EBK AUTO DEALERS LA ROCHELLE,"Vrededorp, Johannesburg",Automatic,130.0,2014,BMW,3,"['Series', '320i', 'M', 'Sport', 'Auto']"
149900.0,2970.0,2011 Suzuki SX4 2.0 Auto,Used Car143 843 kmAutomatic,LISACARS,"Wilbart, Germiston",Automatic,143.843,2011,Suzuki,SX4,"['2.0', 'Auto']"
149900.0,2970.0,2019 Nissan NP200 1.6i (aircon),Used Car167 500 kmManual,MAHINDRA VAAL,"Vanderbijlpark Central, Vanderbijlpark",Manual,167.5,2019,Nissan,NP200,"['1.6i', '(aircon)']"
149900.0,2970.0,2015 Nissan NP200 1.6i (aircon),Used Car100 000 kmManual,ATTERBURY MOTORS,"Wonderboom South, Pretoria",Manual,100.0,2015,Nissan,NP200,"['1.6i', '(aircon)']"
149900.0,2970.0,2012 Nissan Livina X-Gear 1.6 Acenta+,Used Car80 213 kmManual,MIT MAK MOTORS GERRIT MARITZ,"Pretoria North, Pretoria",Manual,80.213,2012,Nissan,Livina,"['X-Gear', '1.6', 'Acenta+']"
149900.0,2970.0,2015 Opel Adam 1.0T Jam,Used Car106 811 kmManual,LISACARS,"Wilbart, Germiston",Manual,106.811,2015,Opel,Adam,"['1.0T', 'Jam']"
149900.0,2970.0,2014 Renault Sandero Stepway 66kW Turbo,Used Car65 000 kmManual,BOTHA AND DEYSEL MOTORS BOKSBURG,"Bardene, Boksburg",Manual,65.0,2014,Renault,Sandero,"['Stepway', '66kW', 'Turbo']"
149900.0,2970.0,2012 Nissan Livina X-Gear 1.6 Acenta+,Used Car80 213 kmManual,MIT MAK MOTORS GERRIT MARITZ,"Pretoria North, Pretoria",Manual,80.213,2012,Nissan,Livina,"['X-Gear', '1.6', 'Acenta+']"
